屏声敛息,屏气敛息
望眼将穿,望穿秋水
谦逊,谦让
文过饰非,死不悔改
深仇大恨,深仇宿怨
平易近人,平易近民
鹊巢鸠占,鹊巢鸠居
赏识,赏玩
倾城而出,倾巢而出
赏善罚否,赏善罚恶
推广,施行
青蝇染白,青蝇点素
势均力敌,无与伦比
乌灯黑火,黑灯瞎火
商人,市井
华丽,华贵
凄切,凄婉
通明,透明
术数,神通
切切,千万
体验,体认
市价,时价
同室操戈,同床异梦
武艺,身手
体裁,文体
书写,誊写
欢然,陶然
荒疏,荒芜
舐犊之爱,舐犊情深
守猎,狩猎
贫病交加,啼饥号寒
祸患,祸殃
穷苦,贫困
生活,糊口
趋承,趋附
世界,天下
魂灵,魂魄
怀孕,受孕
含垢包羞,含垢忍辱
推举,推选
商讨,商酌
偏执,偏激
式子,式样
贪馋,饕餮
投鼠之忌,投鼠忌器
稳当,稳妥
侵掠,侵夺
少安毋躁,稍安毋躁
好景不常,好景不长
侵袭,侵略
沃田,沃畴
文字,翰墨
活路,活门
曲缩,蜷缩
二三其德,二三其意
上升,上涨
叹息,叹惜
外行,生手
停工,收工
上天入地,踢天弄井
视人如伤,视下如伤
吻合,契合
特异,奇异
歪打正着,误打误撞
晦暗,黑暗
何啻,岂止
片甲不存,片甲无存
妄自尊大,师心自用
含血喷人,恶语中伤
问这问那,问长问短
盘点,盘货
品头论足,品头题足
秃子,秃顶
巧取豪夺,敲榨勒索
善长,特长
剜肉医疮,挖肉补疮
删繁就简,芟繁就简
权宜之计,缓兵之计
世易时移,事过境迁
偷盗,偷窃
轻巧,轻快
海屋添筹,海屋筹添
宛如,彷佛
熟习,熟谙
视为儿戏,视同儿戏
前俯后仰,哄堂大笑
荒淫无道,花天酒地
恫吓,威吓
七上八下,忐忑不定
含混,混沌
三生有幸,洪福齐天
蛾眉皓齿,蛾眉螓首
逃匿,逃避
岁月,韶华
虽死犹荣,虽败犹荣
十拿九稳,稳操胜算
思贤若渴,求贤若渴
审阅,审查
七零八落,乌七八糟
耗损,损失
水性杨花,搔首弄姿
瘦弱,衰老
微不足道,微乎其微
输肝写胆,输肝沥胆
其势汹汹,饿虎扑食
气充志骄,气骄志满
违法,违纪
田单,田契
情感,情绪
黄钟毁弃,黄钟长弃
闪动,闪灼
商榷,商谈
叹为观止,拍案叫绝
失利,铩羽
史书,汗青
海浪,海潮
拖累,牵连
太甚,太过
穷困,贫寒
屈驾,枉驾
无间可乘,无隙可乘
死而不悔,死而无悔
涕泪交垂,涕泗横流
生不逢辰,生不遇时
海中捞月,海底捞针
去粗取精,取精用宏
回文,回环
神差鬼遣,神差鬼使
深入,深刻
深更半夜,三更半夜
话语,谈话
五颜六色,五色缤纷
神头鬼脸,神头鬼面
手无寸刃,手无寸铁
时值,物价
鹤立鸡群,鹤行鸡群
托钵,讨饭
全体,群众
生理,生计
倾向,偏向
推断,推测
和衷共济,通力合作
亲人,恩人
四处,随地
山清水秀,湖光山色
收效,生效
听任,提倡
丧生,物化
全球,寰球
轻柔,温柔
使者,使臣
生吞活剥,生搬硬套
倾泻,倾注
设身处地,身临其境
收集,网络
投亲靠友,求亲靠友
文书,文告
惠临,惠顾
披肝露胆,披露肝胆
盛名,闻名
堂倌,跑堂
色鬼,色魔
透彻,透辟
统治,统辖
侨民,外侨
蔚成风气,蔚然成风
牝鸡晨鸣,牝鸡牡鸣
无忧无虑,无虑无忧
豪放,豪爽
无可置疑,无可争辩
水准,水平
妄自尊大,唯我独尊
生吞活剥,囫囵吞枣
确立,竖立
狠劲,玩命
委屈,屈身
七步成章,七步成诗
浩大,伟大
烘托,陪衬
推却,推绝
神号鬼哭,神嚎鬼哭
望梅止渴,说梅止渴
无极,混沌
弯曲,盘曲
贪得无厌,贪猥无厌
什围伍攻,十围五攻
无功受禄,无功而禄
擅长,特长
气概,气势
厚颜无耻,恬不知耻
横暴,狠恶
停歇,苏息
悔不当初,悔之不及
取代,庖代
侮辱,欺压
杀马毁车,毁车杀马
捧腹大笑,哄堂大笑
邯郸学步,邯郸重步
枪林弹雨,枪林刀树
婚姻,婚配
屏蔽,屏障
停下,停驻
前仰后合,前合后仰
还朴反古,还淳返朴
头先,头里
瓦解,破裂
旗开得胜,首战告捷
事不宜迟,时不我待
时刻,期间
山清水秀,山青水秀
收货,收成
上帝,天主
同侪,同辈
偷香窃玉,韩寿偷香
十室九空,饿殍遍野
室如悬磬,环堵萧然
世间,红尘
权臣,权贵
倾轧,排挤
清除,肃除
深厚,深挚
生活,生涯
豁然大悟,豁然开悟
蜕化,蜕变
束修自好,束身自修
岁入,岁收
培养,培育
十雨五风,十风五雨
无计可奈,无计奈何
缩头缩脑,缩手缩脚
三言两语,三言二语
取信,守信
危言耸听,骇人闻听
十拏九稳,稳操胜算
披星戴月,水宿风餐
沃野千里,通都大邑
石投大海,石沉大海
后代,后辈
肆意,随意
权利,权柄
颓垣废井,颓垣败井
前边,前面
天昏地暗,昏天黑地
和尚,头陀
唾骂,批评
妻儿老小,妻儿老少
华丽,绮丽
会聚,汇注
遣散,驱散
四体不勤,无所事事
完成,实现
团结,合并
气宇,气度
攀援,攀附
确切,确实
含蓄,婉转
烹调,烹饪
轰隆,霹雳
誓山盟海,誓海盟山
评释,说明
好似,好比
千言万语,千语万言
娓娓动听,娓娓道来
挞伐,讨伐
攀登,攀高
屈服,投诚
尾随,随同
前卫,前锋
水患,水灾
挑衅,挑逗
怀金拖紫,怀黄佩紫
厚谊,情谊
孰不可忍,拍案而起
畏羞,害羞
污浊,浑浊
颂扬,颂赞
判断,剖断
青霄直上,青云直上
扫数,全部
外观,外貌
崎岖,逶迤
头昏脑眩,头昏脑眩
万古长春,万古长青
潜逃,逃窜
倾盆,滂湃
武器,火器
枉口拔舌,枉口诳舌
统帅,统带
死后,身后
天各一方,山陬海澨
肮脏,污秽
神魂颠倒,魂牵梦萦
合同,条约
清醒,苏醒
十足,全部
说三道四,品头评足
万般,千般
天外,太空
死而复生,起死回生
偏爱,偏幸
碎屑,碎片
为民除害,替天行道
好梦难圆,好梦难成
忽略,无视
抢劫,侵夺
会面,碰面
轻财好义,轻财重义
横亘,横跨
和议,和谈
望风而靡,望风披靡
无远不届,无远弗届
气喘吁吁,气喘如牛
洪水,洪流
邯郸学步,数典忘祖
时乖运拙,时乖运蹇
倾诉,诉说
随处,随地
回首,回顾
无人不晓,赫赫有名
色如死灰,色若死灰
无孔不入,无空不入
侍者,跑堂
无穷,无尽
添盐着醋,添油加醋
混淆,混浊
狐朋狗友,三朋四友
停刊,停版
失事,误事
寒耕暑耘,寒耕热耘
添枝加叶,添枝增叶
外观,外面
巧取豪夺,敲骨吸髓
施主,檀越
无冬无夏,无间冬夏
食不甘味,寝食不安
舒张,舒展
齐足并驰,齐足并驱
伸直,挺直
频仍,频繁
呼唤,呼喊
善始善终,慎终于始
矢口否认,矢口抵赖
弧线,曲线
七手八脚,手足无措
水清无鱼,曲高和寡
委曲,始末
犬马之劳,犬马之力
恃强凌弱,恃强欺弱
情性,情趣
填充,填补
互通有无,取长补短
杀人如麻,视如草芥
尸身,尸首
握住,束缚
万人空巷,万头攒动
河干,河畔
强迫,欺压
后进,晚生
吮疽舐痔,吮痈舐痔
倾斜,歪斜
切近,贴近
市情,市面
幻想,妄想
蜻蜓点水,轻描淡写
合适,合意
磐石之固,磐石之安
全璧归赵,完璧归赵
三军,全军
退兵,退军
十室九空,饿莩遍野
亲亲热热,卿卿我我
万箭攒心,五内俱焚
亲上加亲,亲上成亲
颓败,衰颓
忽地,忽地
含羞,怕羞
尔后,而后
屁滚尿流,屎滚尿流
回天乏术,回天无力
为虎作伥,为虎傅翼
黍离麦秀,黍油麦秀
起义,叛逆
耳顺之年,花甲之年
天无二日,天无二日
问寒问暖,偷寒送暖
权威,威望
四时,四序
千载一会,千载一逢
盛筵必散,盛筵难再
深情,情意
恍然大悟,豁然贯通
而已,汉典
外售,外销
恶疾,顽疾
判定,剖断
派别,派系
片瓦不留,片瓦不存
穷猿奔林,穷猿投林
文章山斗,文章巨公
耸峙,送礼
含垢忍污,含垢忍耻
投降,屈从
无限,无尽
害病,生病
望而却步,望而生畏
煞有介事,盛气凌人
攀爬,攀缘
蜷曲,蜷缩
飘扬,飘零
升高,提升
凸显,突显
拼命,拼死
视死如归,万死不辞
耗损,丧失
王冠,皇冠
欢欣,欢喜
启发,启蒙
怀宝迷邦,怀道迷邦
为德不卒,为德不终
万古流芳,万古留芳
危机,危险
挽回,挽救
泉源,起源
千载一遇,千载一逢
视如敝屣,视如草芥
厄运,恶运
时过境迁,物是人非
琴瑟不调,琴瑟失调
少有,少见
换取,换得
声势,声威
溯流穷源,溯源穷流
碰巧,碰劲
强暴,强横
海滩,沙滩
洽谈,洽商
秦楼楚馆,青楼楚馆
同窗,同砚
外表,外貌
始终如一,全始全终
轻狂,轻薄
忘却,忘怀
祁奚之举,祁奚之荐
倏然,忽然
五步成诗,七步成诗
奇谈怪论,胡言乱语
恨相知晚,恨相见晚
偏心,偏幸
穷乡僻壤,荒郊野外
文章山斗,文章魁首
失言,食言
恩深义重,恩重如山
声调,腔调
兽类,禽兽
轻口薄舌,轻嘴薄舌
无为而治,无为自化
偷梁换柱,批红判白
霜露之思,霜露之感
核对,核查
损人利己,损人益己
滂沱,滂湃
片瓦无存,片瓦不存
平凡,俗气
祸患,痛苦
五洲四海,五湖四海
圈套,骗局
韬戈偃武,韬戈卷甲
潜濡默化,潜移默化
乞助,求助
神秘,深邃
退却,退让
田产,田地
铜山铁壁,铜墙铁壁
铁画银钩,铁画银钩
外交,社交
请安,慰劳
千人所指,十手所指
千条万端,千条万缕
师傅,师父
书生,文士
首尾相应,前呼后应
漂荡,飘动
随和,和蔼
横行不法,横行霸道
罕有,罕见
申明,说明
视为畏途,望而生畏
青眼,青睐
厮杀,拼杀
升起,升空
强盛,强劲
时易世变,时移世易
无计所奈,无计奈何
横眉怒目,杀气腾腾
外圆内方,外柔内刚
悄悄,阒然
徒然,徒劳
悔之晚矣,悔之不及
铜驼荆棘,铜驼草莽
视人如子,视民如子
劝导,疏导
天台,晒台
吐弃,唾弃
侵吞,侵陵
温席扇枕,温枕扇席
吴牛喘月,蜀犬吠日
势力,实力
昏迷,昏厥
昙花一现,好景不长
碰鼻,碰壁
扫除,排斥
豪宕,豪迈
潢池弄兵,潢池盗弄
晃悠,晃荡
握素怀铅,握素披黄
寒噤,寒战
输肝剖胆,输肝沥胆
怀金垂紫,怀黄佩紫
提醒,示意
魂亡胆落,魂飞魄散
坦直,坦率
昊天罔极,恩重如山
虎穴龙潭,虎窟龙潭
抛清,撇清
河滨,河边
清晨,清早
化妆,化装
情由,起因
确凿,实在
为国捐躯,舍生取义
舒服,惬心
横行直撞,横行直走
齐驱并进,齐头并进
俗不可医,俗不可耐
思想,思维
无伤大体,无关宏旨
清都绛阙,清都紫微
束身自爱,束身自修
史册,史乘
同志,同道
判若鸿沟,判若天渊
妄生穿凿,望文生义
善意,好心
文件,文献
囚徒,囚犯
坦然自若,稳如泰山
悄悄,悄然
寿辰,生日
胡言乱道,胡言汉语
孩子,孩童
坏人,恶徒
书房,书斋
委实,委的
饰非掩过,饰非文过
万寿无疆,寿比南山
盘川,盘费
缺席,退席
耳鬓厮磨,花前月下
手简,手书
商号,市肆
时时,时常
片霎,顷刻
声价十倍,身价百倍
后果,恶果
未尝,未曾
疏落,疏散
妥协,退让
天才,天性
含蓄,涵蓄
前夕,前夜
味如鸡肋,弃之可惜
乔迁,迁居
排忧解难,排难解纷
活络,生动
千了万当,千了百当
剜肉做疮,剜肉成疮
手表,腕表
仆役,厮役
评论,评述
痛改前非,弃暗投明
偷梁换柱,偷天换日
黑天墨地,黑天摸地
五尺之童,五尺之僮
天阻,天险
顺风扯帆,顺风张帆
晃动,起伏
烁玉流金,烁石流金
十年寒窗,十载寒窗
呼噪,哗闹
前景,前程
生存,活命
横眉冷目,横眉努目
画蛇添足,画蛇著足
涕泪交流,涕泪交零
轻而易举,轻车熟路
强本弱支,强本弱枝
盘考,盘问
萎缩,萎缩
桑弧蒿矢,桑弧蓬矢
含辛茹苦,披荆斩棘
水手,水兵
书札,书翰
删除,省略
飘泊无定,飘蓬断梗
旗鼓相当,平起平坐
囚禁,囚系
破坏,毁坏
凭单,凭据
箝口,钳口
同业,同行
通顺,通畅
虔敬,虔诚
闪光,闪耀
歪缠,胡闹
无源之水,无米之炊
特等,特殊
合而为一,水乳交融
上策,善策
身故,身死
身首异处,首足异处
实施,推行
千丝万缕,盘根错节
亡命,逃亡
谎言,坏话
送暖偎寒,送暖偷寒
合伙,合股
推后,推迟
仆人,厮役
喂养,饲养
停业,收歇
瞬息,刹那
疏通,疏导
起早贪黑,起早摸黑
天方夜谭,无稽之谈
悔恨,后悔
换骨脱胎,脱胎换骨
品德,品格
通儒,通士
切切,万万
寒冬,穷冬
青翠,青葱
鸿篇钜制,鸿篇巨著
寝息,睡觉
好运,红运
私语,耳语
书柜,书厨
毁灭,毁掉
确乎不拔,确固不拔
特性,特色
全愈,痊愈
提纲,提要
匹配,完婚
土话,土音
三从四德,三纲五常
失望,灰心
儿子,犬子
退守,退缩
唐突西子,唐突西施
匹夫匹妇,平民百姓
透风,通风
碰头,碰面
旁推侧引,旁敲侧击
嗜好,癖好
退伍,退役
水师,海军
万紫千红,花团锦簇
悍妇,泼妇
豪放,宏放
排解,斡旋
晚点,误点
五尺竖子,五尺童子
群集,荟萃
鹊巢鸠据,鹊巢鸠居
屠杀,杀戮
倾家荡产,敲髓洒膏
怀真抱素,怀质抱真
平白无辜,清清白白
伟岸,巍峨
横蛮,强横
前世,宿世
偏畸,偏袒
图书,文籍
无事生非,无中生有
失礼,失仪
杀一儆百,杀鸡儆猴
虎体熊腰,虎背熊腰
混名,诨名
赏光,赏脸
吻合,切合
娶妻,授室
含笑,微笑
视线,视野
求援,求助
违抗,违犯
屎流屁滚,屎滚尿流
文从字顺,顺理成章
吞云吐雾,喷云吐雾
无往不克,无往不胜
宏愿,弘愿
横亘,横贯
无可厚非,未可厚非
好看,体面
勤劳,勤快
赛马,跑马
起初,起首
夙夜不解,夙夜匪解
劝化,陶染
投杼之惑,投杼之疑
七湾八扭,七湾八拐
书法,书道
失去,失落
松驰,随便
奇形怪状,骇状殊形
鸿毛泰岱,鸿毛泰山
唯一,唯独
平心静气,平心易气
逃逸,逃窜
庶务,碎务
审定,核定
慌慌张张,慌手慌脚
失色,忘形
全身,浑身
呼天唤地,嚎天动地
签订,签署
秃头,秃顶
千难万险,山高水险
痛饮,浩饮
品茗,喝茶
违令,违命
疏朗,轻松
恶浊,污秽
披星带月,水宿风餐
神差鬼遣,神差鬼遣
无用,无谓
顺天从人,顺天应人
水火之中,水深火热
推寻,推求
位置,位子
耳熏目染,潜移默化
攀花折柳,攀花问柳
回笼,收回
适可而止,善刀而藏
炮凤烹龙,烹龙炮凤
潜藏,潜伏
河床,河道
生气,起火
乌青,铁青
祸福由人,祸福无门
歉岁,歉年
渗入,渗透
劈面,扑面
情怀,情愫
呜呼哀哉,寿终正寝
时代,期间
完毕,杀青
实事求是,踏踏实实
蕲求,祈求
起初,首先
七上八下,忐忑不安
混同,混杂
求贤如渴,求贤若渴
万马齐喑,死气沉沉
无可奈何,万不得已
签字,签名
五马分尸,千刀万剐
弯曲,蜿蜒
恶衣菲食,恶衣蔬食
平淡,清淡
徬徨,徘徊
换骨夺胎,脱胎换骨
秋风团扇,秋风纨扇
俳谐,诙谐
时异事殊,时异势殊
清风明月,清风朗月
甚而,甚至
琐事,碎务
花好月圆,鹊笑鸠舞
杀鸡取卵,杀鸡取蛋
火耕水种,火耕流种
晚辈,晚进
凄风寒雨,凄风冷雨
书册,合集
身心交病,身心交瘁
卫兵,卫士
齐趋并驾,齐驱并骤
为虎添翼,为虎傅翼
回响,回声
上床,睡觉
疲倦,疲顿
熟寝,熟睡
平平淡淡,平平常常
上路,起程
万象更新,耳目一新
水底纳瓜,水里纳瓜
七情六欲,四大皆空
三等九般,三等九格
失当,欠妥
犬牙交错,犬牙相制
煽诱,煽惑
嚎天喊地,嚎天动地
芜杂,紊乱
惶恐,悚惶
和衷共济,同气连枝
挥沐吐餐,吐哺握发
何啻,何止
童颜鹤发,鹤发童颜
望岫息心,望峰息心
四战之国,四战之国
浅薄,微薄
诗人,骚人
盼望,盼愿
劝服,说服
实质,实际
恒河沙数,数不胜数
回旋,回荡
势利小人,跳梁小丑
万全之策,万全之计
剜肉做疮,剜肉生疮
上吊,投缳
投掷,抛掷
河鱼腹疾,河鱼之疾
披心沥血,披肝沥血
视如陌路,视若路人
搜索,搜查
三教九流,五行八作
判断,判决
死人,死尸
庆祝,贺喜
通行,通畅
后继无人,后继乏人
其后,后来
挑三嫌四,挑三检四
千状万态,千状万端
泰山压卵,螳臂当车
号啕,嚎啕
推崇,提倡
排沙简金,排沙见金
头绪,条理
回乡,还乡
头破血流,皮破血流
平整,平展
坏心,恶意
守正不回,守正不移
清撤,清澄
昏黄,黄晕
神魂摇荡,神魂飘荡
寒噤,寒颤
穷途末路,山穷水尽
婉言,婉词
僧人,沙门
河伯,河神
外号,花名
撒谎,说谎
鸿泥雪爪,鸿爪留泥
枪决,枪毙
挥沐吐餐,握发吐哺
推崇,弘扬
剖析,剖判
花样,花腔
无一不知,无所不知
视死若归,视死若归
顺序,顺次
爽性,索性
驱使,驱策
束缊请火,束缊还妇
花消,破费
后顾之忧,黄雀在后
秋高气爽,秋高气肃
无可厚非,无可非议
厚古薄今,颂古非今
呼群结党,呼朋引类
合资,合股
横眉怒视,横眉努目
善查,善茬
脾性,脾气
昙花一现,稍纵即逝
恰好,恰恰
外型,外延
疏漏,松弛
无垠,无际
替换,替代
世风日下,伤风败俗
收离纠散,收离聚散
三姑六婆,五亲六眷
省会,省城
晦涩,生涩
海不扬波,海不波溢
萎靡,颓唐
拖人下水,拖人落水
宦海浮沉,宦海风波
声东击西,围魏救赵
闻风远扬,闻风而起
疏财仗义,疏财重义
皇亲国戚,土豪劣绅
衰败,衰退
瑟索,瑟缩
匹夫怀璧,怀璧其罪
怀金垂紫,怀银纡紫
事理,情理
号哭,痛哭
回笼,回收
上任,上台
怦怦直跳,怦然心动
头子,头头
天衣无缝,无缝天衣
回拜,回访
失魂荡魄,失魂丧魄
食少事烦,食少事繁
鼠窃狗偷,鼠窃狗盗
同仇敌慨,同仇敌忾
谈空说有,谈天说地
喝彩,欢呼
轻忽,玩忽
时事,时势
首尾相接,首尾相继
华美,绮丽
四平八稳,稳扎稳打
膨大,膨胀
偏差,偏向
稳固,稳定
同心,齐心
通明,通后
天各一方,千里迢迢
时移世变,时移世易
透彻,透顶
头昏目晕,头昏目眩
失算,失计
散漫,涣散
胜负,输赢
恰如,宛然
水中捞月,水底捞月
哄人,骗人
环绕,盘绕
天渊之别,天渊之隔
凄凉,凄迷
文不加点,文无加点
好善嫉恶,好善恶恶
武士,武夫
失却,丧失
挑肥拣瘦,挑三拣四
贪欲无艺,贪贿无艺
回归,回来
好大喜功,好高骛远
回击,回手
华侈,奢华
敲诈,讹诈
无孔不入,无孔不钻
守约,守信
收获,获利
散发,散逸
拭目而待,拭目以待
活扣,活结
时光,时日
横行直撞,横冲直闯
善长,善于
停业,破产
平均,平衡
散播,散布
溯流从源,溯流徂源
判若鸿沟,判若两人
贪馋,贪吃
停泊,停靠
清明,清朗
甜酸苦辣,酸咸苦辣
泉币,货币
文雅,文静
倾箱倒箧,倾筐倒箧
瞥见,瞟见
送命,送死
深夜,深宵
浑金白玉,浑金璞玉
话中有话,话里有话
恢复,收复
千疮百孔,千疮百痍
花晨月夕,花朝月夕
瘦削,欠缺
旁搜博采,旁收博采
乞求,乞请
食品,食物
花园,花圃
凭证,凭据
时令,时节
色厉胆薄,色厉内荏
失察,失策
彭湃,澎湃
穷人,贫民
身首异处,身首异地
数往知来,温故知新
悔怨,后悔
誓言,誓词
食不充肠,食不充饥
伙食,膳食
通前彻后,通前澈后
歪七扭八,歪歪扭扭
披览,披阅
后人,后人
平平稳稳,稳稳当当
回礼,还礼
吼叫,呼啸
物竞天择,适者生存
天庭,天廷
万籁俱寂,万籁无声
市场,市集
韬光晦迹,韬光隐迹
怀宝迷邦,怀才不遇
耳听八方,耳听八方
水沟,水渠
条文,条规
宏亮,清脆
使性傍气,使性谤气
徒有虚名,徒有其名
聘任,聘请
毫发不爽,丝毫不差
姗姗来迟,缓不济急
挽回,抢救
熟娴,熟闲
狠劲,狠命
判别,区别
师严道尊,师道尊严
确切,切当
书院,私塾
万死一生,危于累卵
青出于蓝,后起之秀
汗流至踵,汗流浃踵
判别,识别
上次,前次
文人,文士
为所欲为,惟所欲为
纹丝不动,文风不动
死活,生死
司空见惯,数见不鲜
万寿无疆,天保九如
身不遇时,生不遇时
平时,往常
迁徙,迁移
活捉,生擒
僻巷,穷巷
外套,外衣
为国捐躯,舍身取义
疲倦,委顿
提出,提议
花容月貌,倾城倾国
千兵万马,千军万马
四分五落,四纷五落
天空,天际
荒年,歉年
噬脐何及,噬脐莫及
昏倒,昏厥
帷幕不修,帷薄不修
泼皮,混混
深究,穷究
吴市之箫,吴市吹箫
横眉怒视,横眉立目
伟人,神仙
潜形匿迹,潜形匿影
平允,平正
画地为牢,画地为狱
吞炭漆身,漆身吞炭
尾大不掉,尾大难掉
强记博闻,洽闻强记
统一,合并
外助,外援
恩赐,赏赐
熟手,熟行
哄骗,期骗
火把,火炬
哗世取宠,哗众取宠
妥贴,适宜
天河,河汉
鸿爪雪泥,鸿飞雪爪
奢侈,奢华
披枷带锁,披枷戴锁
讨债,讨帐
审慎,慎重
骈肩叠迹,骈肩接迹
碎身粉骨,碎骨粉身
盘查,盘诘
山岳,山峰
丧尽天良,穷凶极恶
投其所好,曲意逢迎
平素,平居
而后,而后
推荐,推选
壶中日月,壶天日月
素朴,朴素
适值,恰巧
排演,排练
万马奔腾,千军万马
厚颜无耻,死皮赖脸
色彩,色调
切身,亲身
拍照,摄影
污物,秽物
含沙射影,恶语中伤
侍从,随从
清歌曼舞,轻歌曼舞
荒野,荒漠
失职,失责
华而不实,好高鹜远
或者,或许
守身如玉,守身若玉
千岩万壑,千山万壑
宏儒硕学,鸿儒硕学
无坚不摧,所向无敌
填旋,炮灰
化为乌有,涣然冰释
望洋兴叹,望洋而叹
合两为一,合二为一
前世,前生
浑厚,浑朴
强本弱末,强本弱枝
慎小事微,慎小谨微
神志,神情
谦善,谦和
破旧,破烂
收据,收条
深远,深切
十分,万分
收拢,合拢
物归原主,拾带重还
圣人,神仙
铺张扬厉,铺张浪费
含笑,浅笑
势成骑虎,骑虎难下
凄冷,凄沧
犬马之恋,犬马恋主
化险为夷,虎口脱险
淘气,顽皮
网开一面,网开三面
泣不成声,涕泗滂沱
贫嘴薄舌,贫嘴贱舌
潜濡默化,潜濡默被
速即,随机
书札,书简
互通有无,投桃报李
死人,逝者
万般,万种
土语,土音
犬牙交错,犬牙相错
顺口,顺溜
望文生训,望文生义
手到病除,起死回生
瘦弱,瘦小
斯文,温婉
强人,强者
十字街头,十字路口
万能,全能
挥之即去,麾之即去
扈从,随从
首府,省城
号叫,嗥叫
雀角鼠牙,鼠雀之牙
乌黑,黢黑
三年五载,无时无刻
抬高,提高
恫疑虚喝,恫疑虚猲
桑土绸缪,未雨绸缪
唯利是从,唯利是求
乌云压顶,彤云密布
赦免,赦宥
视死如生,视死若生
勤学,好学
轻蔑,轻视
投环,投缳
四平八稳,三平二满
偷空,偷闲
叛变,叛乱
他心,贰心
披沥肝胆,披沥肝膈
殊涂同致,殊涂同会
潜匿,潜伏
请帖,请柬
天气,天色
死灰复然,死灰复燎
团体,群众
强弩之末,师老兵疲
说长话短,说短道长
号令,呼吁
舞蹈,跳舞
天国,天堂
轻便,轻易
宿愿,素愿
汗马之劳,汗马功劳
气焰,气势
丧心病狂,穷凶极恶
无如之何,无如之奈
无挂无碍,无牵无挂
违章,违纪
航线,航路
外相,皮毛
望尘不及,望尘靡及
文房四士,文房四物
焊合,焊接
稳操胜券,胜券在握
耗费,挥霍
耳提面命,诲人不倦
树大招风,树高招风
特准,特许
后台,后盾
思想,思惟
毁伤,损伤
腾飞,起飞
扇枕温被,扇席温枕
少数,少量
欺君误国,祸国殃民
披麻带孝,拖麻拽布
披毛求瑕,批毛求疵
何以,为何
十日并出,四面楚歌
恬然,泰然
随心,随性
毗连,毗邻
僧多粥少,十羊九牧
微小,轻微
千回万转,千回百转
食前方丈,食案方丈
同等,平等
无须,毋庸
企求,乞请
疏解,诠释
幻梦,幻景
涣若冰消,涣然冰释
三街六巷,三街六市
甜嘴蜜舌,甜言蜜语
网开一面,汤去三面
囚首垢面,囚首丧面
舍生忘死,视死若归
汇报,请示
五谷丰熟,五谷丰登
尾大不掉,强枝弱本
遏制,扼制
恩恩爱爱,卿卿我我
三瓦两舍,三瓦两巷
培植,莳植
委宛,宛转
配偶,配头
雀角鼠牙,鼠牙雀角
世及,世袭
庞眉皓发,庞眉皓首
攀藤揽葛,攀藤附葛
遣言措意,遣辞措意
声气,声息
寒家,舍间
清词丽句,清辞丽句
未尝,未始
前呼后拥,前呼后应
闻所不闻,闻所未闻
洪亮,清脆
权门,豪门
千人一面,千篇一律
升沉,起伏
涸鱼得水,涸鲋得水
混水捞鱼,混水摸鱼
头脑,思维
黄齑淡饭,黄齑白饭
无赖,恶棍
天南海北,千里迢迢
遣将征兵,遣将调兵
评头论脚,评头品足
讨债,索债
华文,汉文
通信,通讯
庞然大物,硕大无朋
事业,奇迹
万绪千端,千绪万端
随寓而安,随寓随安
善始善终,慎终如始
讨情,说情
飘萍断梗,飘蓬断梗
划算,合算
华亭鹤唳,鹤唳华亭
说黑道白,说黄道黑
魂不守舍,湿魂洛魄
数目,数量
体恤,体贴
换取,互换
无缘无故,事出有因
实用,适用
活路,生路
危崖,峭壁
嚎叫,嗥叫
食前方丈,食味方丈
水落归槽,水落归漕
会心,会意
山公,猴子
深信,确信
深根固本,深根固蒂
所见所闻,耳闻目睹
土洋并举,土洋结合
杞人之忧,杞国忧天
怂恿,煽动
三山五岳,四山五岳
巧夺天工,神工鬼斧
互市,通商
千里冰封,天寒地冻
轻徭薄赋,轻赋薄敛
神奸巨猾,神奸巨蠹
秋高气爽,天高气清
混俗和光,浑俗和光
何必,何苦
疼痛,痛楚
强化,深化
浩繁,浩瀚
气喘吁吁,气急败坏
惟我独尊,旁若无人
伺机,俟机
虎口拔牙,火中取栗
骑驴找驴,骑马找马
适应,顺应
耗费,损耗
丧胆,无畏
矢誓,起誓
厚道,憨厚
食不充口,食不餬口
合唱,齐唱
无影无踪,逃之夭夭
吞没,吞噬
清幽,清静
火急,火速
奇奥,微妙
收容,收留
侵占,侵入
哄传,盛传
获得,获取
天使,天神
和风细雨,和颜悦色
刷洗,清洗
夙怨,宿恨
判词,判语
天真,生动
事项,事件
束缊请火,束缊举火
头破血流,头破血淋
琼浆玉液,青州从事
忘年之交,忘年之好
受宠若惊,闻宠若惊
市场,商场
清苦,清贫
会心,会议
琴心剑胆,文武双全
乌龟,王八
视险如夷,视险若夷
守节,守志
回旋,盘旋
缮写,誊写
伺隙,俟机
三灾八难,三灾六难
守正不挠,守正不阿
稳操胜券,万无一失
死不足惜,死有余辜
鼠肝虫臂,鼠臂虮肝
平地,山地
陶鸡瓦犬,土鸡瓦犬
世道人心,世道人情
额手称庆,额手称颂
虽死犹荣,死得其所
唾壶击碎,唾壶击缺
徒托空言,徒陈空文
少不更事,少不经事
殊荣,盛誉
省察,省检
违反,违背
诗朋酒侣,诗朋酒友
山崩钟应,铜山西崩
奇珍异宝,和璧隋珠
万古长存,万古千秋
透澈,透辟
捧腹大笑,哈哈大笑
司空见惯,无独有偶
黄耳传书,黄耳寄书
俗语,俗话
寿辰,生辰
