信口开喝,信口开河
扩展,扩张
创巨痛仍,创巨痛深
携家带口,携家带眷
羞赧,羞惭
财殚力尽,财殚力竭
分茅胙土,分茅锡土
操奇逐赢,操赢致奇
崇敬,向慕
贤惠,贤慧
风格,风致
发愤忘餐,发愤忘食
亏得,辛亏
螭魅罔两,魑魅罔两
风物,风景
纤弱,纤细
先斩后奏,先礼后兵
心知肚明,胸有成竹
茶余酒后,茶余饭后
愁然,恻然
搀抢,搀枪
熙熙攘攘,纷至沓来
锋芒毕露,锋芒逼人
析骸以爨,析骸易子
发号出令,发号施令
相机而动,相机行事
陈说,叙述
尻舆神马,尻轮神马
阐幽抉微,阐幽明微
信心,信念
消沉,下降
翻滚,翻腾
心腹之疾,心腹大患
初露头角,初出茅庐
扣盘扪烛,扣盘扪钥
开明,开通
凶悍,凶猛
彻内彻外,彻里至外
发动,发起
风行,风靡
怆然泪下,怆然涕下
淅沥,潺潺
法外施仁,法外施恩
出人意外,出其不意
粉身灰骨,粉身碎骨
才华出众,才华盖世
响彻云表,响彻云霄
沉着,沉稳
分析,阐述
厕足其间,厕身其间
出人意料,出人意表
胯下之辱,胯下蒲伏
方今,现在
狂风暴雪,风雪交加
晨光熹微,晨曦微露
超凡入圣,超尘拔俗
出国,放洋
初生之犊不畏虎,初生之犊不惧虎
心灵手巧,心闲手敏
仇家,仇敌
纷繁,纷纭
串通一气,臭味相投
巢穴,窠巢
出力,效力
踌躇,踟蹰
撑肠拄肚,撑肠拄腹
筹谋,策划
欣喜,忻悦
窜扰,窜犯
空泛,空洞
处治,惩罚
查核,考查
陈腐,腐烂
显着,鲜明
克复,复原
陈设,陈列
春风夏雨,夏雨雨人
分形共气,分形连气
嫌弃,嫌恶
付之一炬,付之东流
分成,分红
反哺之私,寸草春晖
发怒冲冠,发踊冲冠
腹心之患,腹心之疾
猜测,揣测
控告,控诉
枯萎,枯败
吃法,服法
亏损,亏欠
苦衷,苦楚
下沉,沉降
福如东海,福星高照
纯净,纯真
现款,现金
兴亡,畅旺
困心衡虑,苦心焦虑
发蒙振槁,发蒙振落
缠夹,缠杂
瞎三话四,瞎说八道
刻鹄类鹜,刻鹄类鹜
先河,先导
喜好,喜爱
兴师动众,行师动众
溃败,溃逃
慷慨就义,慷慨捐生
绰约多姿,丰姿冶丽
洗髓伐毛,伐毛洗髓
成千成万,成千上万
坑绷拐骗,坑蒙拐骗
分路扬镳,分道扬镳
成绩,效果
丛山峻岭,崇山峻岭
出生入死,奋不顾身
尘羹涂饭,尘饭涂羹
俯拾即是,触目皆是
苦战,血战
犯忌,犯讳
相等,相称
讯问,询问
丰富,丰裕
沉湎,沉溺
帆柱,帆樯
吸取,吸收
法令,法律
亏心,负心
伉俪,夫妻
枯杨生华,枯树生花
潮水,潮流
从来,向来
性命交关,性命关天
覆巢毁卵,覆巢破卵
序论,绪论
出众,超群
血印,血迹
旷日持久,旷日长久
空手,赤手
尺布斗粟,阋墙之争
快慰,欣慰
尺牍,尺简
长叹,长吁
放长线钓大鱼,从长计议
心如火焚,心里如焚
小气,小器
唇齿相依,辅车相依
尺布斗粟,阋墙之祸
放纵,狂放
苌弘化碧,血化为碧
心机,心计
刺刺不休,絮絮不休
粗衣恶食,粗衣粝食
富余,富足
奉送,馈遗
可叹,可悲
习惯成自然,习惯自然
废料,废物
慈蔼,慈爱
心地狭窄,心胸狭隘
发奸擿伏,发奸露复
发端,初步
坎坷,险峻
开合自如,操纵自如
奉承,谄谀
常年,长年
小人得势,小人得志
奋力,奋勇
参辰卯酉,参辰日月
空中楼阁,象牙之塔
防不胜防,猝不及防
放纵不拘,放纵不羁
胁肩低眉,胁肩谄笑
行不从径,行不由径
学而不厌,虚心好学
坎坷,侘傺
新型,新式
看家本事,看家本领
臭不可当,臭名远扬
新妇,新娘
薪尽火传,薪烬火传
形形色色,许许多多
反唇相稽,反唇相讥
枯槁,枯竭
谄媚,谄谀
兴妖作孽,兴妖作乱
嬉皮笑脸,涎皮赖脸
险象环生,险象跌生
迅雷不及掩耳,风驰电掣
封胡羯末,封胡遏末
吸烟,抽烟
词不达意,词不逮意
喘息,喘气
困兽犹斗,垂死挣扎
俯拾即是,俯拾地芥
发急,心焦
相濡相呴,相濡以沫
羞耻,羞愧
反裘负刍,反裘负薪
拂衣而去,拂袖而去
赤胆忠心,赤诚相见
草泽,草莽
臭味相与,臭味相投
分花拂柳,分花约柳
信口开喝,信口开合
相似,相通
校勘,校订
夏日,夏季
愁眉苦眼,愁眉苦目
诽语,谗言
洗面革心,洗心革面
赤绳系足,赤绳绾足
放诞不拘,放诞不羁
废弃,销毁
淳厚,淳朴
亏蚀,亏本
写意,称心
凡夫俗子,伧夫俗人
飞鸿踏雪,雪泥鸿爪
发号布令,发号令发号出令
行间字里,弦外之音
赤地千里,疮痍满目
显祖扬名,显祖荣宗
宽裕,充盈
向往,羡慕
巡逻,巡哨
抽薪止沸,釜底抽薪
逍遥自在,逍遥法外
发狂,发飙
快慰,心安
开山祖师,开山鼻祖
刻薄,苛刻
肥头大耳,肥头大面
从容自在,从容自若
馈送,馈遗
此起彼伏,雄起雌伏
发誓,宣誓
词不达意,辞不达意
池鱼堂燕,池鱼幕燕
许愿,许诺
形容,刻画
茶楼,茶馆
狂涛巨浪,狂涛骇浪
佛寺,梵宇
溃败,溃散
沉醉,痴迷
分甘共苦,风雨同舟
口吻,口气
惨恻,惨痛
兴缓筌漓,兴致勃勃
开拓,斥地
酧神,酬神
形势,现象
词典,辞书
效仿,效法
揆情度理,详情度理
谢世,辞世
信奉,信仰
冲刷,冲洗
产业,财产
沉迷,沉浸
慷慨激昂,慷慨激烈
丰上杀下,丰上锐下
心腹之患,心腹大患
摧枯折腐,摧枯拉朽
诚笃,诚恳
参预,插手
萧条,萧然
裁减,裁汰
崇拜,崇尚
笑容,笑颜
出没无常,行踪诡秘
楚国亡猿,池鱼林木
陷阱,陷坑
涎皮涎脸,涎皮赖脸
出生入死,赴汤蹈火
血统,血缘
泻肚,腹泻
初志,初衷
芳香,馨香
孝子贤孙,孝子顺孙
沉没,覆没
衔尾,衔接
空乏,空虚
搀杂,羼杂
撮合,撮弄
惨淡经营,苦心孤诣
返朴归真,返璞归真
副作用,反作用
唇焦舌敝,费尽口舌
痴肥,肥胖
心潮澎湃,心潮起伏
希奇古怪,稀奇古怪
小儿,赤子
可耻,耻辱
沉冤莫白,负屈含冤
愤恨,愤激
富可敌国,富埒陶白
涎皮涎脸,涎脸涎皮
沉没,沉淀
俯瞰,俯视
分文不取,分文不受
絺句绘章,絺辞绘句
心急火燎,心里如焚
分析,阐发
枯木朽株,枯木生花
旋涡,漩涡
垂头塌翅,垂头搨翼
心心相印,息息相通
协和,协调
反悔,忏悔
风雨交加,风雨凄凄
空论,空话
可乘之机,可乘之隙
秀外慧中,秀色可餐
宽怀大度,宽洪大度
风流蕴藉,风度翩翩
付托,吩咐
草头天子,草莽英雄
修理,修建
飞蛾投火,飞蛾赴火
循规蹈矩,循途守辙
暇瑜错陈,瑕瑜互见
出尔反尔,口中雌黄
醒悟,醒觉
初稿,草稿
出语成章,出言成章
发号出令,发号令
焚琴煮鹤,焚琴鬻鹤
肥沃,肥美
分钗劈凤,分钗断带
酬报,酬金
谢绝,谢却
菲仪,菲敬
长久,许久
佛学,梵学
擦掌磨拳,撺拳拢袖
抚今悼昔,抚今追昔
详情,细目
成规,陈规
相依为命,相须为命
裁减,削减
伏罪,服罪
发扬踔厉,发扬蹈厉
心痒难挝,心痒难抓
此起彼伏,此起彼落
薪金,酬劳
出工,开工
哭泣,抽噎
苦衷,心事
下野,辞职
晨光熹微,晨曦初露
长命百岁,反老回童
匡正,斧正
狭隘,狭窄
冯生弹铗,冯驩弹铗
发聋振聩,发聩振聋
操作,操纵
袭人故技,袭人故智
扶直,扶助
相见恨晚,相识恨晚
雪中送炭,雪里送炭
修造,修建
乘隙,趁机
辅佐,辅助
发散,消散
锋利,犀利
消磨,消费
修改,篡改
发抖,吓飒
出乎意外,出人意表
愁颜不展,愁眉苦脸
充军,放逐
成败利钝,成败得失
雪虐风饕,风雪交加
床上叠床,床上安床
付出,奉献
血流成河,血流漂杵
粉白墨黑,粉白黛黑
藏垢纳污,藏龙卧虎
传递,相传
学问,学识
心如刀锯,心如刀割
苦不堪言,苦海无边
熙来攘往,川流不息
出谋献策,出谋划策
休休有容,宽宏大量
采集,采撷
怵目惊心,触目惊心
俯拾皆是,触目皆是
出奇制胜,出奇取胜
磋议,协商
兴利除弊,除旧布新
泄劲,泄气
车费,车资
挟制,胁迫
乘肥衣裘,乘肥衣轻
巡捕,巡警
心浮气躁,粗心浮气
操性,操行
喜洋洋,喜滋滋
传播,传达
空寂,萧然
学堂,学校
心腹,相知
细微末节,细枝末节
残忍不仁,残暴不仁
析珪判野,析珪胙土
心寒胆战,心惊胆寒
缝隙,罅隙
信手拈来,垂手可得
秀美,秀逸
出锋头,出风头
翻箱倒柜,翻箱倒箧
兴旺发达,繁荣富强
相同,肖似
醒目,刺眼
科头赤足,科头跣足
法外施仁,从宽发落
从善如流,从善若流
发人深省,发人深思
飞檐走壁,飞檐走脊
放浪不羁,放诞不羁
繁花,繁花似锦
发呆,发怔
蜂攒蚁聚,蜂屯蚁聚
葱翠,葱茏
先行者,先驱
附耳低言,附耳低语
残剩,残存
拊背扼吭,拊背扼喉
唇焦舌敝,口干舌燥
乘胜追击,乘胜逐北
心狠手辣,心狠手毒
负固不服,负险不宾
娴熟,纯熟
风靡云蒸,风靡云涌
刻下,现时
玄教,玄门
肥头大耳,肥头胖耳
锄强扶弱,扶弱抑强
相貌,长相
抗命,方命
纷纷,纷纭
兴家,发财
发踪指示,发纵指示
发言,措辞
空空如也,胸无点墨
差事,差使
行尸走肉,行尸走骨
讽喻,讽谕
畅行无碍,畅通无阻
传说,传闻
心神恍惚,心猿意马
下学,放学
夫人,细君
垂帘听决,垂帘听政
下流,下贱
犯科,非法
超越,超出
风中之烛,釜中之鱼
残酷,残忍
心辣手狠,心狠手毒
藏头露尾,藏形匿影
寻常,循常
风俗人情,风土人情
宽大为怀,宽宏大量
丰功懿德,丰功硕德
出言无状,出言不逊
放弃,放胆
秀而不实,虚有其表
稠密,繁多
吹气如兰,吹气胜兰
察言观色,察颜观色
胸有成算,成竹在胸
宽猛并济,宽猛相济
飞鹰走狗,飞鹰走马
丰登,丰收
酷暑,炽热
冲破,冲突
餐松啖柏,餐葩饮露
枯木逢春,枯树逢春
考究,查究
放射,辐射
传教,宣道
虚张声势,虚晃一枪
充溢,充满
可骇,恐怖
朽败,腐臭
丰功伟烈,丰功伟绩
希罕,希奇
新交,新友
匪夷所思,想入非非
繁枝细节,细枝末节
痴肥,肥壮
信口胡言,信口开河
搀合,搀和
脆弱,虚亏
尺寸千里,尺幅千里
出没无常,行踪飘忽
口角春风,口角生风
蜂识莺猜,蜂迷蝶猜
飞土逐害,飞土逐肉
空幻,虚幻
成千成万,成百上千
相庄如宾,相待如宾
娴熟,纯属
残骸,废墟
心急火燎,心急如焚
倡条冶叶,闲花野草
鹑居鷇食,鹑居鷇饮
夫妇,夫妻
空口无凭,口说无凭
开心见诚,开心见肠
炫玉自售,衒玉求售
反派,邪派
奉命,衔命
封锁,封闭
狂风恶浪,狂风暴雨
心田,想
洗刷,洗濯
夸诞,夸张
瞎扯,瞎说
风雨晦冥,风雨晦暝
簇新,新鲜
付诸东流,付之东流
尺有所短,尺短寸长
心神郁结,愁肠百结
显明,鲜明
方寸大乱,方寸已乱
粗枝大叶,粗制滥造
下落,下跌
晨参暮礼,晨昏定省
釜中游鱼,釜中之鱼
发狂,发疯
炊沙作饭,炊砂作饭
沉寂,沉默
兄弟阋墙,操戈同室
血色,赤色
犯颜极谏,犯颜苦谏
浮浅,菲薄
心折,心服
学则不固,学无止境
癣疥之疾,纤芥之疾
负担,负责
空名,浮名
酷爱,喜爱
孔席墨突,席不暇暖
心劳意攘,心烦意乱
心驰神往,馨香祷祝
残茶剩饭,残羹冷炙
符合,相符
犯人,犯罪
萧规曹随,刻舟求剑
相会,相逢
显祖扬名,显祖扬宗
常谈,常谭
采及葑菲,采葑采菲
尝鼎一脔,尝鼎一膏
先来后到,惩前毖后
辞简义赅,辞简意赅
伐罪吊民,除暴安良
摧残,残害
消弭,消释
测量,勘测
看风使舵,看风驶船
风度,风姿
负担,承担
快刀斩乱丝,快刀断乱麻
出入生死,出死入生
慈悲为怀,慈悲为本
羞与为伍,羞与哙伍
行为,行径
勘探,勘察
跬步,蹞步
兴味索然,兴致索然
心腹之患,心腹之病
倡议,倡导
慈乌反哺,慈乌返哺
挟天子以令天下,挟天子以令诸侯
趁人濯危,趁人之危
发擿奸伏,发隐摘伏
放僻邪侈,放辟邪侈
吃惊,诧异
富商大贾,富商蓄贾
悬河泻水,悬河注水
船厂,船坞
臭烘烘,臭熏熏
常人,凡人
称扬,陈赞
飞墙走壁,飞檐走脊
心田,心坎
成双作对,才子佳人
奉还,返璧
出头,出面
休闲,赋闲
相得益彰,相辅相成
稀奇,出奇
惨白,苍白
从善如流,从谏如流
慈眉善目,慈祥恺恻
叱责,斥责
册封,封爵
细致,细巧
歇息,休憩
丰腴,肥胖
魑魅魍魉,魑魅罔两
香象渡河,香象绝流
差人,差佬
羞恨,羞愤
相濡相呴,相呴相濡
拆东墙补西墙,拆东补西
否定,否认
唱和,附和
开垦,垦荒
芳香,芬芳
烽火,烽烟
出水芙蓉,初发芙蓉
出名,驰名
谢兰燕桂,谢庭兰玉
寻枝摘叶,寻章摘句
赐予,赐赉
看透,看穿
分家,分居
响应,反映
开启,开放
捆绑,捆扎
反经合义,反经合道
粗俗,粗鲁
缠绵凄怆,缠绵悱恻
夸奖,称颂
出发,开赴
空阔,开阔
出生,出世
踌躇不决,踌躇未决
小偷,小贼
消愁释愦,消愁释闷
趁水和泥,趁热打铁
空言,空话
可人,可儿
信任,信赖
串同,串通
处心积虑,想方设法
宽备窄用,宽打窄用
怅然,可惜
苦不堪言,苦不可言
飞快,飞速
穿戴,穿着
绰号,绰号
徇私作弊,徇私舞弊
从风而服,从风而靡
挟天子而令天下,挟天子以令诸侯
传说,传奇
发烧,发热
响应,相应
形影相依,形影相附
闲云孤鹤,闲云野鹤
抽搭,抽泣
否尽泰来,否极泰来
闲情别致,闲情逸致
西服,西装
狂饮,畅饮
宽免,宽贷
宽猛并济,宽猛并济
闯事,闯祸
参透机关,看破红尘
衅发萧墙,衅起萧墙
乡下,乡间
成衣,裁缝
协力同心,协心同力
项庄舞剑,项庄舞剑，意在沛公
春光漏泄,泄漏春光
草行露宿,餐风露宿
修为,修持
风行一时,风靡一时
详明,详尽
垂涎三尺,馋涎欲滴
冲坚毁锐,冲锋陷阵
刻不容缓,刻不待时
财匮力绌,财竭力尽
乏味,枯燥
寻思,沉思
风行草从,风行草偃
分茅列土,分茅锡土
浮泛,虚浮
风流佳话,风流韵事
空心,空腹
下车伊始,下车之始
猜忌,猜疑
挟恨,衔恨
风闻,传闻
惜墨如金,惜字如金
戏谑,谐谑
赤手上阵,赤膊上阵
否去泰来,否往泰来
出书,出版
朽木枯株,朽株枯木
需要,须要
财气,财运
客套,客气
富埒王侯,肥马轻裘
称孤道寡,称王称霸
发上冲冠,发踊冲冠
谄媚,献媚
形色仓皇,行色匆匆
心存不轨,心怀叵测
慷慨激昂,慷慨淋漓
康乐,快乐
丰姿,丰采
崇奉,信仰
彻头彻尾,彻首彻尾
相得益彰,相反相成
宠任,宠信
常例,向例
春蚓秋蛇,春蛇秋蚓
飞翔,飞行
修好,修睦
茶肆,茶馆
成则为王，败则为寇,成王败寇
形孤影只,形孤影寡
垂纶,垂钓
唱沙作米,唱筹量沙
醇酒美人,醇酒妇人
粗俗,粗鄙
虚与委蛇,虚情假意
困窘,困顿
星驰电发,星驰电掣
羞怯,羞涩
开禁,弛禁
险阻,险峻
先斩后奏,先斩后闻
心神不宁,心神不定
献策,献计
宣泄,发泄
心潮澎湃,心潮腾涌
叱呵,叱喝
心无二用,心无旁骛
惩一戒百,惩一警百
除旧更新,除旧迎新
尘寰,尘间
显赫,显耀
心向往之,心弛神往
旷日引久,旷日引月
璀璨,灿艳
摧残,残虐
彻头彻尾,彻心彻骨
乘舆播越,乘舆播迁
心活面软,心软意活
苍髯如戟,须髯如戟
形单影只,形孤影寡
方剂,方子
小批,小量
陈设,成列
分爨,分居
新妇,媳妇
小老婆,细姨
防微杜渐,防患于未然
形体,形骸
伏法,伏诛
涔涔,霏霏
惺惺惜惺惺,惺惺相惜
成双作对,成双成对
枯槁,枯窘
款待,宽贷
蜂拥而来,蜂拥而上
丰足,雄厚
枯燥乏味,枯燥无味
闲聊,闲话
车殆马烦,车烦马毙
修饰,粉饰
陈腔滥调,陈词滥调
风光旖旎,风景旖旎
风流云散,分道扬镳
佛门,空门
刻日,限期
反思,反省
发上冲冠,发上指冠
空屋,空房
垂耳下首,俯首帖耳
可疑,蹊跷
枯木发荣,枯树开花
心性,心肠
仇人,仇敌
付之一笑,付诸一笑
风流蕴藉,风流儒雅
献可替不,献替可否
发奋图强,发扬蹈厉
熏莸不同器,熏莸异器
口传,口授
飞鹰走狗,飞鹰走犬
垂首帖耳,俯首贴耳
赴蹈汤火,赴汤蹈火
存思,存神
寻行数墨,寻章摘句
仇人,寇仇
词藻,词采
鲜车健马,鲜车怒马
福气,福分
俯仰由人,俯仰随人
夸父追日,夸父逐日
充数,凑数
心照不宣,心有灵犀
心烦虑乱,心烦意乱
星罗云布,星罗棋布
愤时疾俗,愤世疾俗
父析子荷,袭冶承弓
出丧,出殡
胸无城府,心口如一
想象,瞎想
晓示,晓谕
承当,承担
小看,看轻
废地,废墟
新硎初试,初出茅庐
痴心妄想,想入非非
开水,沸水
亢极之悔,亢龙有悔
创议,发起
成景,澄净
循规蹈矩,循序渐进
慷慨好施,慷慨解囊
触景伤情,触景伤怀
操劳,操持
刺破,戳破
形容枯槁,形销骨立
称柴而爨,称薪而爨
才疏意广,才高意广
飞奔,飞驰
枯萎,枯黄
考据,考证
看守,看管
费事,费劲
沧海桑田,沧桑陵谷
口无遮拦,口不择言
响彻云宵,响遏行云
先头部队,开路先锋
心里,心坎
献可替否,献替可否
刑场,法场
旷地,空地
下手,出手
寻找,寻求
刻木为鹄,刻鹄类鹜
风云变幻,风云突变
妨害,防碍
超然物外,看破红尘
沉默不语,沉默寡言
写照,写真
涎眉邓眼,涎脸饧眼
铿金戛玉,铿金霏玉
谢忱,谢意
奉送,馈赠
犯法,犯警
袭击,伏击
吹毛索垢,吹毛索疵
发迹,发财
悬壶济世,悬壶问世
寻欢作乐,寻花问柳
胸襟,心胸
敷衍,草率
掀天动地,掀天斡地
考查,考查
凤皇于飞,凤皇于蜚
奉养,服待
风流倜傥,风流潇洒
刊登,刊载
捶胸跌脚,捶胸跌足
福喜,福禧
尝试,测试
刊行,发行
分歧,分化
困难,挫折
醋坛子,醋罐子
困兽犹斗,负隅顽抗
佛头加秽,佛头著粪
风马牛不相干,风马牛不相及
措置,处理
沸反盈天,沸沸扬扬
分心,分神
风尚,习尚
放之四海而皆准,放诸四海而皆准
发挥,阐述
蓄积,储蓄
掣襟肘见,掣襟露肘
习以为常,层见迭出
喜闻乐见,喜闻乐道
出众,出色
笑哈哈,兴冲冲
沉吟不语,沉默寡言
宵衣旰食,废寝忘餐
风雨萧条,风雨凄凄
草率从事,草率行事
长辔远御,长驾远驭
喧嚷,吵嚷
徇私作弊,徇情枉法
凶年恶岁,凶年饥岁
形貌,形色
风微浪稳,风平浪静
臭名昭著,臭名远扬
初创,草创
财务,财政
从头,从新
饭铺,饭店
谐和,协调
息偃,息气
效益,效果
抚玩,欣赏
承继,承袭
春晖寸草,寸草春晖
小惩大诫,小惩大戒
口碑载道,脍炙人口
遐方绝域,遐方绝壤
查考,覆按
存在,消亡
春光明媚,春暖花开
形单影只,形只影单
吃口烧城,赤舌烧城
风和日暖,风和日暄
星斗,星辰对什么
惩办,惩治
敞开,开放
奉还,奉璧
兴利除弊,陈旧布新
心痒难揉,心痒难挠
口传心授,口口相传
反悔,翻悔
苍翠欲滴,葱翠欲滴
学非所用,学以致用
泛论,空谈
夏日,夏令
沉寂,沉静
风浪,风波
迟疑不决,迟疑不定
辐照,辐射
空暇,闲暇
才疏志大,才高意广
形迹可疑,行迹可疑
才华横溢,才华超众
慈善,慈祥
下劣,下贱
辛酸,苦涩
称孤道寡,称王称帝
下笔成文,操翰成章
狎昵,狎犯
娴雅,闲雅
小商小贩,小本经营
虚文缛节,繁文缛节
心慈手软,心慈面软
匡时济世,匡时济俗
吹牛,夸口
风轻云净,风轻云淡
诚惶诚恐,诚惶诚惧
创举,创始
房东,房主
长眠,长逝
小序,小引
孝子贤孙,孝子慈孙
熊经鸟申,熊经鸱顾
空洞无物,空话连篇
乘热打铁,趁热打铁
洗涤,洗濯
符号,象征
开仗,开战
兴修,兴建
飞谋荐谤,飞谋钓谤
心无二用,心无旁鹭
否极阳回,否极泰来
操练,操演
飞鹰奔犬,飞鹰走马
新居,新址
刺股悬梁,悬梁刺股
垂涎欲滴,垂涎欲滴
享受,享用
风驰电击,风驰霆击
下令,敕令
富厚,雄厚
词藻,词华
簇拥,蜂涌
丰烈伟绩,丰功伟绩
方外之人,方外之士
放虎归山,放虎遗患
趁便,趁机
超卓,出色
可爱,心爱
序论,绪言
分解,分化
翔实,详确
心慕手追,心慕笔追
草草收兵,草率收兵
陈腐,陈旧
惩戒,惩责
循情枉法,徇私舞弊
殉国,殉难
惨淡,惨然
心术不正,心术不端
希世之宝,稀世珍宝
乘隙而入,趁虚而入
小家子气,小家子相
处之怡然,处之泰然
蠢动,雄飞
刻木为吏,削木为吏
口含天宪,口衔天宪
处决,处斩
附耳低言,附耳密谈
分斤掰两,分金掰两
负嵎,负隅
困心衡虑,困心横虑
快速,迅疾
察察为明,察察而明
快心满志,快心遂意
行同陌路,非亲非故
风木之悲,风木含悲
豺狼当道,长夜漫漫
飞沙走砾,飞砂扬砾
刻薄,刻毒
肤浅,粗浅
持之以恒,细水长流
筹画,筹划
习气,习惯
丰衣足食,小康之家
丰姿绰约,丰神绰约
发呆,发愣
锄奸,除奸
信而有征,信而有徵
春回大地,春暖花开
陈说,敷陈
丑态百出,出乖露丑
分担,分摊
凶手,凶犯
餐风咽露,餐风饮露
复盆难照,覆盆之冤
小型,袖珍
心中无数,胸中无数
充任,充当
吃紧,仓皇
负地矜才,负材矜地
刺刺不休,哓哓不休
小心,细心
法令,法律解释
犀照牛渚,犀燃烛照
超群出众,超群绝伦
出乖弄丑,出乖露丑
相安无事,息事宁人
抚今思昔,抚今痛昔
鲜衣怒马,鲜衣良马
揎拳攞袖,揎拳裸袖
狂风怒号,狂风骤雨
心驰魏阙,心瞻魏阙
枯荣,兴衰
心服口服,心悦口服
吹牛,吹嘘
出入,相差
才疏德薄,才轻德薄
心寒胆落,心寒胆碎
繁冗,繁忙
亏弱,虚弱
分茅列土,分茅裂土
信得过,靠得住
冲击,冲锋
出家,削发
协定,协议
心血,血汗
寸丝不挂,赤身裸体
下班,放工
口诵心惟,口诵心维
陈述,敷陈
发轫,开首
心劳意冗,心劳意穰
裁云剪水,裁月镂云
怅然若失,怆然涕下
星斗,星辰
惩羹吹虀,惩羹吹齑
惨恻,惨怆
喜剧,笑剧
娴静,沉静
现代,新颖
长期打算,长算远略
血亏,血虚
校勘,勘误
销魂夺魄,销魂荡魄
咳唾成珠,咳珠唾玉
形禁势格,形格势禁
休戚,喜忧
献技,献艺
福寿绵绵,福寿绵长
池鱼之祸,池鱼遭殃
愧疚,羞愧
复活,复生
习染,传染
扣屎盆子,扣屎盔子
悬河注火,悬河泻火
擦抹,擦拭
差遣,吩咐
休业,歇业
发源,发祥
飞蛾投火,飞蛾扑火
辅佐,副手
发芽,抽芽
飞刍挽粮,飞刍挽粟
仙姿佚貌,仙姿玉貌
消沉,消极
除残去秽,除暴安良
仙游,仙逝
痴心妄想,非分之想
成则为王,成王败寇
心惊肉战,心胆俱裂
坑人,坑货
信服,服气
遐迩著闻,遐迩知名
残兵败将,残军败将
下第,下等
心宽体胖,心广体胖
城门失火，殃及池鱼,城门鱼殃
喧哗,喧腾
叩问,询叩
揎拳攞袖,揎拳捋袖
心不在焉,心神不属
兴废继绝,兴灭继绝
才气过人,才气无双
絺章绘句,絺辞绘句
兴会淋漓,兴致淋漓
快心满意,快心遂意
沉进,沉溺
粗疏,粗略
虚位以待,虚左以待
口才,辞令
富贵,繁荣
虚假,虚伪
吹箫乞食,吹篪乞食
妨害,妨碍
分担,分管
悬车之岁,悬车之年
喧噪,吵嚷
分化瓦解,分崩离析
操之过切,操之过急
赋性,性格
葱翠,葱郁
传诵,传颂
席丰履厚,席履丰厚
富翁,财主
丰饶,富饶
粉妆银砌,粉妆玉砌
下午,下昼
贩卖,销售
向往,憧憬
像片,相片
稀世之珍,空谷足音
刻板,枯燥
草菅人命,草薙禽狝
小恩小惠,煦煦孑孑
迟徊观望,迟疑观望
负险固守,负隅顽抗
困乏,困倦
枯坐,闲坐
下乔入幽,下乔迁谷
沉灶产蛙,沉灶生蛙
佛教,佛教
衔尾相属,衔尾相随
旷世奇才,旷世逸才
风云变幻,风谲云诡
雄图,雄略
写作,写稿
开山祖师,开山之祖
乡风慕义,向风慕义
烜赫一时,煊赫一时
相形失色,相形见绌
空乏,空匮
茶饭不思,茶饭无心
铲去,铲平
附庸,附属
萧瑟,萧索
西子捧心,西施捧心
繁丝急管,繁弦急管
跗萼联芳,跗萼连晖
富贵荣华,鲜衣美食
形单影单,形只影单
抄写,钞写
垂手而得,触手可及
从军,服役
科场,考场
缚舌交唇,齰舌缄唇
闲散,赋闲
小偷,小窃
欣然自喜,欣然自得
心惊胆战,心惊胆寒
放射,发射
细小,细微
宵旰忧劳,宵旰焦劳
拆西补东,拆东补西
楷模,范例
相见恨晚,相知恨晚
范畴,范围
削足适履,悬驼就石
丰姿绰约,风度娴雅
奉迎,凑趣儿
草率从事,草率了事
相貌,像貌
笑貌,笑脸
才思,才情
小径,小路
兴废继绝,兴亡继绝
信用,信誉
揆情审势,揆时度势
橡茹藿歠,橡饭菁羹
分斤掰两,分斤拨两
唇不离腮,秤不离砣
看朱成碧,看碧成朱
捶胸顿脚,捶胸跌足
心荡神驰,心弛神往
诚意,赤心
簇拥,蜂拥
心境,心绪
茶楼,茶室
驰魂夺魄,驰魂宕魄
虚心,客气
风马不接,风牛马不相及
廓清,澄清
沉着,从容
反裘伤皮,反裘负薪
循序,次第
旷古未有,空前未有
亢奋,狂热
心烦虑乱,心烦意冗
釜中生尘,釜鱼甑尘
虚位以待,虚席以待
釜中生尘,釜中生鱼
掀翻,掀起
跨凤乘鸾,跨凤乘龙
学海无涯,学无止境
参天两地,参天贰地
看守,看护
裁人,裁员
残破,残缺
唇干口燥,口干舌燥
莼羹鲈脍,莼鲈之思
垂头塌翅,垂头铩羽
出错,犯错
衬映,衬托
习非成是,习非胜是
奋勇争先,奋勇当先
传神写照,传神阿堵
成见,看法
虚拟,虚构
慈善,慈详
豺狼塞路,豺狼当涂
惩一儆众,惩一警百
痴钝,迟钝
慷慨陈词,慷慨淋漓
行踪,行迹
逢山开路,逢山开道
覆灭,覆没
暇瑜不掩,瑕瑜互见
产生,形成
丰度,丰采
吹捧,吹嘘
查询,查问
口水,涎水
发情,发姣
池鱼之祸,池鱼之殃
寻花觅柳,寻花问柳
覆鹿寻蕉,复鹿遗蕉
嘻皮涎脸,涎脸涎皮
逞妍斗色,逞娇呈美
才调,才能
分甘共苦,分甘同苦
宽心,放心
斜阳,夕照
旷世奇才,旷世无匹
福寿绵绵,福寿无疆
赤胆忠心,赤子之心
乡人,村夫
付与,赋予
闲隙,空隙
险象环生,险象迭生
非同儿戏,非同小可
